# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun  7 22:34:14 2015
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
#
rowid,kepoi_name,kepler_name,koi_period,koi_prad,koi_teq,koi_insol
1756,K01258.03,,148.272267100000,4.52000,321.0,2.51
1757,K01259.01,,1.506503495000,19.59000,801.0,97.46
1758,K01260.01,,5.297194040000,175.29000,2867.0,15961.10
1759,K01261.01,,133.460523500000,7.54000,369.0,4.40
1760,K01261.02,,15.194218030000,1.92000,762.0,79.65
1761,K01262.01,,14.170966110000,4.13000,608.0,32.22
1762,K01263.01,,31.973491400000,4.77000,445.0,9.27
1763,K01264.01,,14.131760260000,2.91000,677.0,49.68
1764,K01265.01,,1.061934050000,39.09000,1663.0,1806.66
1765,K01266.01,,11.419282530000,1.55000,419.0,7.29
1766,K01267.01,,5.938212891000,44.95000,995.0,231.93
1767,K01268.01,,268.941288900000,10.58000,298.0,1.87
1768,K01269.01,,0.655001786000,89.46000,2430.0,8236.19
1769,K01270.01,Kepler-57 b,5.729328624000,2.91000,853.0,124.97
1770,K01270.02,Kepler-57 c,11.609071170000,45.65000,674.0,48.72
1771,K01271.01,,162.054076600000,10.51000,438.0,8.67
1772,K01272.01,,0.530967162000,23.72000,2704.0,12644.75
1773,K01273.01,,40.058747300000,3.46000,490.0,13.66
1774,K01274.01,Kepler-421 b,704.962626000000,4.53000,178.0,0.24
1775,K01275.01,,50.286381920000,3.20000,479.0,12.44
1776,K01276.01,,22.790214230000,2.18000,584.0,27.56
1777,K01276.02,,13.260842920000,1.26000,700.0,56.70
1778,K01277.01,,1.061933205000,12.47000,1869.0,2882.53
1779,K01278.01,Kepler-282 d,24.805680310000,2.30000,624.0,35.94
1780,K01278.02,Kepler-282 e,44.347099500000,2.59000,515.0,16.57
1781,K01278.03,Kepler-282 b,9.220688900000,1.04000,868.0,134.48
1782,K01278.04,Kepler-282 c,13.639525000000,1.22000,762.0,79.81
1783,K01279.01,,14.374573510000,1.90000,767.0,81.70
1784,K01279.02,,9.651850170000,1.17000,875.0,138.84
1785,K01280.01,,6.099018820000,3.09000,1374.0,842.53
1786,K01281.01,,49.478164900000,1.95000,462.0,10.75
1787,K01282.01,,30.863893100000,2.75000,752.0,75.47
1788,K01283.01,,8.092196420000,1.86000,1235.0,549.98
1789,K01284.01,,3.117088261000,89.69000,1843.0,2725.12
1790,K01285.01,,0.937406378000,7.09000,1659.0,1790.11
1791,K01286.01,,0.668483773000,39.76000,1837.0,2693.04
1792,K01287.01,,4.429625295000,32.34000,950.0,192.62
1793,K01288.01,,117.931087810000,10.89000,428.0,7.95
1794,K01289.01,,4.887803450000,8.90000,918.0,167.54
1795,K01290.01,,11.973599026000,45.28000,820.0,106.83
1796,K01291.01,,1.231364342000,4.80000,1707.0,2005.15
1797,K01292.01,,2.102416503000,43.78000,1435.0,1003.06
1798,K01293.01,,11.703108562000,46.75000,811.0,102.47
1799,K01294.01,,9.089364350000,5.49000,1106.0,353.26
1800,K01295.01,,1.577800685000,41.95000,1528.0,1289.10
1801,K01296.01,,2.380862605000,21.92000,1480.0,1133.00
1802,K01297.01,,1.031097020000,2.65000,2066.0,4308.23
1803,K01298.01,Kepler-283 b,11.008159260000,3.25000,653.0,43.04
1804,K01298.02,Kepler-283 c,92.749023000000,38.67000,321.0,2.51
1805,K01299.01,Kepler-432 b,52.501076800000,12.39000,816.0,104.60
1806,K01300.01,,0.631332353000,1.10000,1324.0,726.72
1807,K01301.01,Kepler-284 b,12.699029950000,2.44000,701.0,57.09
1808,K01301.02,Kepler-284 c,37.514069300000,2.80000,489.0,13.46
1809,K01302.01,,55.639340000000,2.96000,478.0,12.33
1810,K01303.01,,34.296301700000,1.69000,493.0,13.98
1811,K01304.01,,4.597253850000,1.74000,1105.0,352.40
1812,K01305.01,Kepler-285 b,2.633857233000,1.40000,1125.0,378.84
1813,K01305.02,Kepler-285 c,6.186662180000,1.11000,847.0,121.47
1814,K01306.01,Kepler-286 b,1.796324389000,1.37000,1476.0,1122.23
1815,K01306.02,Kepler-286 c,3.468082390000,1.47000,1186.0,467.00
1816,K01306.03,Kepler-286 d,5.914287670000,1.48000,992.0,228.83
1817,K01306.04,Kepler-286 e,29.221510100000,1.79000,582.0,27.18
1818,K01307.01,Kepler-287 c,44.852107100000,3.50000,522.0,17.59
1819,K01307.02,Kepler-287 b,20.342342370000,2.40000,680.0,50.51
1820,K01308.01,,23.584476970000,2.07000,635.0,38.49
1821,K01309.01,,10.117165310000,3.16000,1228.0,538.23
1822,K01310.01,,19.129473370000,2.27000,698.0,56.04
1823,K01310.02,,144.678395000000,2.27000,355.0,3.77
1824,K01311.01,,83.578325900000,3.78000,520.0,17.31
1825,K01312.01,,6.146985100000,1.78000,1093.0,337.87
1826,K01312.02,,31.246110880000,,,
1827,K01313.01,,0.522458180000,1.21000,2318.0,6823.57
1828,K01314.01,,8.575035520000,4.43000,1394.0,893.72
1829,K01315.01,,6.846389080000,1.32000,1001.0,237.62
1830,K01316.01,,7.649723030000,1.78000,1258.0,592.33
1831,K01316.02,,12.376793120000,,,
1832,K01317.01,,2.171827649000,266.07000,1311.0,698.31
1833,K01318.01,,1.634614126000,16.75000,1620.0,1627.38
1834,K01319.01,,16.025519660000,11.74000,660.0,44.93
1835,K01319.02,,142.685885000000,2.76000,319.0,2.43
1836,K01320.01,,10.506825646000,9.41000,669.0,47.48
1837,K01321.01,,0.711966924000,25.16000,1857.0,2808.98
1838,K01322.01,,17.727216832000,15.71000,743.0,71.98
1839,K01323.01,,3.990106229000,8.02000,1125.0,378.53
1840,K01324.01,,0.522058820000,26.74000,2022.0,3951.57
1841,K01325.01,,10.035385814000,4.69000,793.0,93.54
1842,K01326.01,,53.100947891000,15.99000,407.0,6.48
1843,K01327.01,,15.640464800000,4.42000,640.0,39.55
1844,K01328.01,,80.966956800000,5.39000,364.0,4.14
1845,K01329.01,,33.199564800000,2.56000,468.0,11.37
1846,K01330.01,,8.653064140000,2.09000,633.0,37.94
1847,K01330.02,,94.222959000000,2.77000,285.0,1.57
1848,K01331.01,,6.800839770000,1.88000,709.0,59.74
1849,K01332.01,Kepler-288 c,19.305771590000,3.03000,728.0,66.23
1850,K01332.02,Kepler-288 b,6.097506070000,1.64000,1068.0,307.62
1851,K01332.03,Kepler-288 d,56.638879100000,3.62000,508.0,15.77
1852,K01333.01,,2.243024639000,19.44000,1171.0,444.24
1853,K01334.01,,8.653105290000,64.41000,772.0,84.05
1854,K01334.02,,188.456071000000,1.99000,277.0,1.38
1855,K01335.01,,127.833809800000,7.57000,498.0,14.54
1856,K01336.01,Kepler-58 b,10.218660160000,3.10000,920.0,169.13
1857,K01336.02,Kepler-58 c,15.573635510000,2.93000,799.0,96.38
1858,K01336.03,Kepler-58 d,40.101427200000,3.31000,583.0,27.31
1859,K01336.04,,4.458157160000,1.58000,1213.0,511.60
1860,K01337.01,,1.922798730000,1.25000,1194.0,481.04
1861,K01338.01,,3.222969273000,1.52000,1240.0,558.65
1862,K01338.02,,42.036634000000,1.78000,526.0,18.16
1863,K01338.03,,21.011166400000,1.24000,663.0,45.79
1864,K01339.01,,4.168090820000,1.95000,1204.0,496.73
1865,K01340.01,,2.900601747000,3.45000,1663.0,1809.16
1866,K01341.01,,4.514366330000,1.88000,1266.0,607.73
1867,K01342.01,,3.773600590000,1.35000,1270.0,614.52
1868,K01342.02,,8.181824600000,1.71000,981.0,218.90
1869,K01343.01,,1.544927303000,1.37000,1822.0,2606.96
1870,K01344.01,,4.487589070000,0.89000,1043.0,279.55
1871,K01345.01,,0.323021692000,46.40000,2545.0,9913.70
1872,K01346.01,,4.708128129000,27.55000,1045.0,282.41
1873,K01347.01,,14.405856729000,23.94000,888.0,146.95
1874,K01347.02,,0.858303416000,1.05200,2274.0,
1875,K01348.01,,7.702374603000,292.57000,827.0,110.51
1876,K01349.01,,16.662166982000,4382.87000,842.0,118.71
1877,K01350.01,,0.752159686000,46.98000,2222.0,5767.22
1878,K01351.01,,10.724018800000,53.17000,783.0,88.64
1879,K01352.01,,4.818871929000,3.43000,805.0,99.07
1880,K01353.01,Kepler-289 c,125.865433890000,18.17000,487.0,13.31
1881,K01353.02,Kepler-289 b,34.543846400000,3.41000,750.0,74.61
1882,K01354.01,,1.752566512000,37.76000,1502.0,1202.54
1883,K01355.01,,51.929275910000,5.14000,449.0,9.58
1884,K01356.01,,384.025706820000,,,
1885,K01357.01,,3.014331377000,3.09000,1124.0,377.79
1886,K01358.01,,5.644915227000,2.95000,749.0,74.26
1887,K01358.02,,8.742871330000,1.99000,647.0,41.48
1888,K01358.03,,3.648296420000,1.47000,866.0,132.79
1889,K01358.04,,2.345858578000,1.27000,1003.0,239.43
1890,K01359.01,,37.101107000000,3.42000,532.0,18.95
1891,K01359.02,,104.820603900000,6.64000,376.0,4.74
1892,K01360.01,Kepler-290 c,36.770473100000,3.44000,438.0,8.71
1893,K01360.02,Kepler-290 b,14.589324620000,2.18000,596.0,29.88
1894,K01360.03,,0.764020072000,0.89000,1596.0,1532.82
1895,K01361.01,Kepler-61 b,59.877824000000,2.17000,272.0,1.30
1896,K01362.01,,20.513544900000,2.51000,536.0,19.47
1897,K01363.01,Kepler-291 b,3.546534140000,2.17000,1212.0,510.26
1898,K01363.02,Kepler-291 c,5.700711530000,1.93000,1034.0,270.62
1899,K01364.01,Kepler-292 f,20.834294700000,2.94000,613.0,33.29
1900,K01364.02,Kepler-292 d,7.055667100000,2.57000,879.0,140.85
1901,K01364.03,Kepler-292 e,11.978822000000,2.86000,737.0,69.63
1902,K01364.04,Kepler-292 c,3.715453910000,1.79000,1088.0,331.41
1903,K01364.05,Kepler-292 b,2.580821490000,1.65000,1229.0,540.05
1904,K01365.01,,1.487083805000,1.62000,1461.0,1076.29
1905,K01366.01,Kepler-293 b,19.254053060000,3.00000,657.0,44.17
1906,K01366.02,Kepler-293 c,54.156107800000,3.81000,466.0,11.12
1907,K01367.01,,0.567857136000,1.40000,1714.0,2042.30
1908,K01368.01,,251.060059600000,50.20000,295.0,1.78
1909,K01369.01,,3.016183190000,1.67000,1305.0,684.98
1910,K01370.01,,6.883375620000,1.76000,863.0,131.15
1911,K01371.01,,0.833979462000,31.63000,1815.0,2562.78
1912,K01372.01,,69.627542020000,,,
1913,K01373.01,,1.926357701000,1.29000,1484.0,1146.34
1914,K01374.01,,0.890737726000,1.79000,2022.0,3948.43
1915,K01375.01,,321.212507300000,5.06000,268.0,1.21
1916,K01376.01,,7.138936590000,44.40000,1622.0,1635.00
1917,K01377.01,,11.296951370000,1.57000,884.0,144.32
1918,K01378.01,,19.300963210000,3.59000,1006.0,241.86
1919,K01378.02,,0.691664753000,1.52000,3047.0,20380.11
1920,K01379.01,,5.621539410000,1.19000,980.0,217.75
1921,K01380.01,,1.074106784000,0.55000,1307.0,690.81
1922,K01381.01,,5.117400518000,29.24000,1124.0,377.92
1923,K01382.01,,4.202336194000,25.02000,1247.0,570.87
1924,K01383.01,,3.221785082000,25.41000,1356.0,800.37
1925,K01384.01,,0.624387437000,29.40000,1636.0,1693.36
1926,K01385.01,,18.610092049000,59.98000,686.0,52.24
1927,K01386.01,,1.137525060000,42.93000,1746.0,2197.52
1928,K01387.01,,23.799941396000,79.93000,637.0,38.92
1929,K01388.01,,34.064567680000,16.00000,570.0,25.00
1930,K01389.01,,4.350087629000,22.40000,1136.0,393.20
1931,K01390.01,,1.744100810000,7.71000,1016.0,251.54
1932,K01391.01,,7.981186943000,1755.01000,966.0,205.88
1933,K01392.01,,4.118770633000,4.56000,1067.0,306.10
1934,K01393.01,,1.694740676000,2.55000,843.0,119.49
1935,K01394.01,,5.663613527000,2.85000,777.0,86.28
1936,K01395.01,,6.230330323000,4.11000,875.0,138.33
1937,K01396.01,Kepler-294 c,6.626436260000,2.80000,957.0,198.02
1938,K01396.02,Kepler-294 b,3.701204820000,1.79000,1162.0,431.21
1939,K01397.01,,6.247032753000,2.32000,551.0,21.78
1940,K01398.01,,5.823492370000,2.71000,955.0,196.33
1941,K01399.01,,8.750611750000,2.64000,681.0,50.88
1942,K01400.01,,9.414751110000,63.44000,974.0,213.03
1943,K01401.01,,0.566690060000,1.52000,2955.0,18023.71
1944,K01402.01,,7.139694100000,2.33000,965.0,205.23
1945,K01403.01,,18.754699800000,1.75000,382.0,5.03
1946,K01404.01,,13.323883010000,1.35000,378.0,4.82
1947,K01404.02,,18.906224400000,0.94000,336.0,3.03
1948,K01405.01,,11.419093750000,2.91000,918.0,167.60
1949,K01406.01,,11.361123270000,2.68000,871.0,136.31
1950,K01407.01,,1.386635800000,0.72000,1503.0,1205.94
1951,K01408.01,,14.534101940000,1.38000,428.0,7.96
1952,K01408.02,,82.372084580000,,,
1953,K01409.01,,16.560595040000,2.71000,702.0,57.28
1954,K01410.01,,15.749579940000,2.85000,774.0,84.80
1955,K01411.01,,305.076342600000,7.61000,279.0,1.44
1956,K01412.01,,37.814451400000,2.29000,614.0,33.51
1957,K01413.01,Kepler-295 b,12.645045100000,1.45000,741.0,71.28
1958,K01413.02,Kepler-295 c,21.526256900000,1.20000,620.0,35.03
1959,K01413.03,Kepler-295 d,33.884893430000,,,
1960,K01414.01,,4.023791640000,2.18000,2504.0,9293.19
1961,K01415.01,,0.312941621000,58.02000,3151.0,23300.36
1962,K01416.01,,2.495779623000,16.06000,1408.0,929.47
1963,K01417.01,,8.428086045000,3108.72000,824.0,108.77
1964,K01418.01,,8.344105541000,2350.85000,785.0,89.55
1965,K01419.01,,1.336109106000,49.43000,1731.0,2120.74
1966,K01420.01,,13.351507330000,4.49000,585.0,27.77
1967,K01421.01,,1693.663622500000,10.23000,157.0,0.14
1968,K01422.01,Kepler-296 c,5.841641240000,1.52000,440.0,8.86
1969,K01422.02,Kepler-296 d,19.850283930000,1.65000,293.0,1.73
1970,K01422.03,Kepler-296 b,10.864431870000,35.38000,358.0,3.87
1971,K01422.04,Kepler-296 f,63.336660600000,1.23000,199.0,0.37
1972,K01422.05,Kepler-296 e,34.141890000000,1.08000,244.0,0.84
1973,K01423.01,,124.419839800000,4.67000,304.0,2.02
1974,K01424.01,,1.219568270000,1.58000,1264.0,604.11
1975,K01425.01,,2.053879821000,2.29000,1379.0,854.72
1976,K01426.01,Kepler-297 b,38.868404250000,3.31000,579.0,26.64
1977,K01426.02,Kepler-297 c,74.927717520000,7.54000,466.0,11.10
1978,K01426.03,,150.019060900000,13.54000,369.0,4.40
1979,K01427.01,,2.613020856000,1.51000,704.0,58.11
1980,K01427.02,,4.884505840000,0.86000,622.2,
1981,K01428.01,,0.927859821000,2.10000,1470.0,1104.37
1982,K01429.01,,205.912082000000,4.83000,297.0,1.84
1983,K01430.01,Kepler-298 b,10.475481920000,2.21000,566.0,24.29
1984,K01430.02,Kepler-298 c,22.928844820000,2.26000,436.0,8.54
1985,K01430.03,Kepler-298 d,77.474072400000,2.89000,291.0,1.68
1986,K01431.01,,345.159873800000,7.95000,245.0,0.85
1987,K01432.01,Kepler-299 c,6.885955590000,1.98000,933.0,179.51
1988,K01432.02,Kepler-299 d,15.054868900000,1.73000,719.0,63.33
1989,K01432.03,Kepler-299 b,2.927215590000,1.22000,1241.0,561.53
1990,K01432.04,Kepler-299 e,38.285633800000,1.71000,527.0,18.23
1991,K01433.01,,19.807921850000,2.30000,628.0,36.77
1992,K01434.01,,2.343231895000,1.34000,1107.0,355.02
1993,K01435.01,Kepler-300 c,40.715110300000,2.15000,516.0,16.76
1994,K01435.02,Kepler-300 b,10.446366490000,1.88000,812.0,102.77
1995,K01436.01,Kepler-301 b,2.508554095000,1.33000,1278.0,629.80
1996,K01436.02,Kepler-301 d,13.751346420000,1.96000,725.0,65.24
1997,K01436.03,Kepler-301 c,5.419075590000,1.39000,989.0,225.71
1998,K01437.01,,7.017349940000,1.56000,984.0,221.46
1999,K01438.01,,6.911344160000,1.44000,978.0,216.09
2000,K01439.01,,394.624490400000,8.26000,337.0,3.05
2001,K01440.01,,7.193038780000,1.65000,996.0,232.36
2002,K01441.01,,8.506996580000,1.92000,900.0,155.42
2003,K01442.01,Kepler-407 b,0.669309686000,1.21000,2079.0,4418.23
2004,K01443.01,,4.494499367000,286.15000,1587.0,1501.24
2005,K01444.01,,44.930980400000,2.78000,628.0,36.70
2006,K01445.01,,7.168924630000,1.25000,1070.0,310.22
2007,K01445.02,,54.325574000000,0.76000,545.0,20.85
2008,K01445.03,,20.019595990000,,,
2009,K01446.01,,1.227758835000,355.44000,1857.0,2809.86
2010,K01447.01,,40.246516070000,97.66000,768.0,82.27
2011,K01447.02,,2.279996661000,18.87000,1999.0,3775.07
2012,K01448.01,,2.486586790000,24.39000,1442.0,1022.70
2013,K01449.01,,10.980245323000,22.25000,821.0,107.47
2014,K01450.01,,2.144632852000,17.21000,1736.0,2146.82
2015,K01451.01,,27.322046049000,22.17000,532.0,18.93
2016,K01452.01,,1.152216939000,22.20000,2694.0,12460.51
2017,K01453.01,,0.971932981000,38.40000,1755.0,2240.48
2018,K01454.01,,121.597708500000,38.45000,358.0,3.87
2019,K01455.01,,15.068059056000,17.65000,742.0,71.78
2020,K01456.01,,7.886631104000,9.23000,995.0,232.07
2021,K01457.01,,8.027680595000,8.89000,825.0,109.35
2022,K01458.01,,8.981282190000,7.60000,897.0,153.36
2023,K01459.01,,0.692015562000,18.31000,1047.0,284.28
2024,K01460.01,,17.042149410000,5.54000,594.0,29.35
2025,K01461.01,,7.946709736000,35.07000,681.0,50.95
2026,K01462.01,,3.747817930000,46.77000,1172.0,446.47
2027,K01463.01,,1064.268141000000,33.75000,281.0,1.47
2028,K01464.01,,2.113200333000,40.92000,1280.0,635.47
2029,K01465.01,,9.771461688000,10.49000,797.0,95.40
2030,K01466.01,,281.562605400000,9.86000,199.0,0.37
2031,K01467.01,,1.157808145000,22.09000,1580.0,1472.38
2032,K01468.01,,8.480307870000,4.61000,918.0,168.01
2033,K01469.01,,3.582074475000,5.59000,1264.0,604.27
2034,K01470.01,,15.433977500000,4.47000,721.0,63.79
2035,K01471.01,,1.780983157000,3.31000,1400.0,907.59
2036,K01472.01,,85.351294270000,5.56000,370.0,4.43
2037,K01473.01,,23.020303180000,8.22000,601.0,30.83
2038,K01474.01,Kepler-419 b,69.726640600000,30.64000,551.0,21.75
2039,K01475.01,,1.609321680000,1.81000,897.0,152.74
2040,K01475.02,,9.512211280000,2.40000,496.0,14.29
2041,K01475.03,,4.729419690000,1.38000,626.0,36.37
2042,K01476.01,,56.359223600000,5.26000,419.0,7.29
2043,K01477.01,,169.499540000000,9.89000,267.0,1.21
2044,K01478.01,,76.136020280000,5.41000,425.0,7.72
2045,K01479.01,,4.988381020000,2.71000,998.0,234.55
2046,K01480.01,,20.381775730000,2.87000,519.0,17.11
2047,K01480.02,,7.004418250000,1.22000,740.0,71.07
2048,K01481.01,,5.101379454000,2.91000,1050.0,287.28
2049,K01482.01,,17.794133100000,104.53000,756.0,77.28
2050,K01483.01,,185.952614300000,36.26000,300.0,1.92
2051,K01484.01,,3.470203720000,2.45000,933.0,179.02
2052,K01485.01,,0.687896588000,1.48000,1392.0,888.72
2053,K01486.01,Kepler-302 c,127.282403100000,9.32000,352.0,3.61
2054,K01486.02,Kepler-302 b,30.183685400000,2.88000,568.0,24.60
2055,K01487.01,,2.929291638000,52.44000,1618.0,1619.37
2056,K01488.01,,3.949631375000,2.43000,966.0,206.05
2057,K01489.01,,16.004540260000,2.27000,586.0,27.94
2058,K01490.01,,3.556516460000,3.47000,1404.0,918.25
2059,K01491.01,,3.148664534000,2.27000,1097.0,342.76
2060,K01492.01,,0.705447974000,19.14000,1877.0,2933.72
2061,K01493.01,,4.988403230000,3.30000,1235.0,550.52
2062,K01494.01,,8.195932350000,2.20000,672.0,48.20
2063,K01495.01,,15.594618740000,2.87000,718.0,62.88
2064,K01496.01,,36.128961780000,6.91000,547.0,21.21
2065,K01497.01,,0.520222741000,1.80000,2149.0,5038.49
2066,K01498.01,,5.833760920000,2.81000,1139.0,397.43
2067,K01498.02,,2.421495920000,,,
2068,K01499.01,,14.163992940000,2.42000,694.0,54.95
2069,K01499.02,,0.840591182000,0.65000,1779.0,2368.31
2070,K01499.03,,6.209254150000,0.90000,914.0,164.98
2071,K01500.01,,3.351566337000,2.03000,1074.0,314.73
2072,K01501.01,,2.617032536000,1.66000,997.0,233.23
2073,K01502.01,,1.876405118000,1.67000,1194.0,481.20
2074,K01503.01,,150.242127000000,3.79000,291.0,1.70
2075,K01504.01,,2.178154761000,54.16000,1392.0,886.88
2076,K01505.01,,5.032517910000,2.04000,1046.0,283.49
2077,K01506.01,,40.428775500000,3.25000,496.0,14.28
2078,K01507.01,,21.358762100000,2.67000,691.0,53.89
2079,K01508.01,,22.045901800000,3.14000,640.0,39.69
2080,K01509.01,,49.655268110000,,,
2081,K01510.01,,0.839961832000,1.70000,1470.0,1102.46
2082,K01511.01,,2.578855068000,1.60000,1232.0,544.85
2083,K01512.01,,9.041879590000,2.96000,724.0,64.79
2084,K01513.01,,1.197298379000,2.58000,1860.0,2831.49
2085,K01514.01,,1.399327151000,1.07000,1142.0,402.58
2086,K01515.01,Kepler-303 b,1.937032068000,0.95000,794.0,93.83
2087,K01515.02,Kepler-303 c,7.061173590000,1.15000,516.0,16.74
2088,K01516.01,,20.553384400000,3.32000,753.0,76.18
2089,K01517.01,,40.068672700000,3.41000,560.0,23.27
2090,K01518.01,,27.507379900000,2.28000,569.0,24.71
2091,K01519.01,,5.144380110000,1.45000,864.0,131.97
2092,K01519.02,,57.132667000000,1.67000,387.0,5.32
2093,K01520.01,,18.458470970000,2.30000,615.0,33.86
2094,K01521.01,,25.942203300000,1.87000,502.0,15.07
2095,K01522.01,,33.385593800000,2.54000,580.0,26.73
2096,K01522.02,,12.655012900000,0.99000,801.0,97.41
2097,K01523.01,,8.480407620000,1.91000,866.0,132.85
2098,K01524.01,,1.333400574000,0.89000,1389.0,880.53
2099,K01525.01,,7.714689750000,2.15000,1256.0,588.30
2100,K01525.02,,11.806194720000,1.53000,1090.0,333.65
2101,K01526.01,,4.444480170000,1.65000,1191.0,476.42
2102,K01527.01,,192.662987000000,2.83000,295.0,1.79
2103,K01528.01,,3.989539666000,0.96000,901.0,155.46
2104,K01529.01,Kepler-59 c,17.977615700000,1.62000,754.0,76.46
2105,K01529.02,Kepler-59 b,11.869150700000,1.02000,866.0,133.14
2106,K01530.01,,12.984955730000,1.53000,834.0,114.39
2107,K01531.01,,5.699195140000,1.32000,1089.0,332.54
2108,K01532.01,,18.114729490000,2.41000,864.0,131.80
2109,K01533.01,,6.241463670000,1.36000,1098.0,344.06
2110,K01534.01,,20.422287980000,1.62000,781.0,87.97
2111,K01534.02,,7.638460230000,1.05000,1084.0,326.45
2112,K01535.01,,70.697906100000,2.26000,505.0,15.33
2113,K01536.01,,3.744439000000,1.06000,1295.0,665.48
2114,K01537.01,,10.191546980000,1.52000,1169.0,441.22
2115,K01538.01,,10.581581804000,53.99000,1098.0,342.98
2116,K01539.01,,2.819454482000,29.87000,1358.0,803.40
2117,K01540.01,,1.207852434000,36.27000,1540.0,1331.31
2118,K01541.01,,2.379281938000,26.36000,1572.0,1442.19
2119,K01541.02,,66.344551220000,,,
2120,K01542.01,,2.586877766000,19.35000,1667.0,1823.52
2121,K01543.01,,3.964333792000,15.49000,1177.0,454.11
2122,K01544.01,,1.525924513000,50.63000,1720.0,2067.00
2123,K01545.01,,5.910371377000,13.12000,1053.0,290.83
2124,K01545.02,,5.910399050000,,,
2125,K01546.01,,0.917569588000,12.22000,1746.0,2197.57
2126,K01547.01,,30.693952502000,14.54000,617.0,34.18
2127,K01548.01,,2.139325884000,7.49000,1011.0,246.80
2128,K01549.01,,29.481059770000,17.29000,571.0,25.10
2129,K01550.01,,2.233798586000,7.14000,1291.0,656.31
2130,K01551.01,,31.138608350000,12.59000,583.0,27.22
2131,K01552.01,,77.634257130000,10.09000,325.0,2.65
2132,K01553.01,,52.758755770000,9.04000,545.0,20.85
2133,K01554.01,,1.332566253000,27.07000,1620.0,1627.50
2134,K01555.01,,41.077343900000,4.16000,523.0,17.74
2135,K01556.01,,135.912431800000,11.59000,371.0,4.50
2136,K01557.01,Kepler-304 b,3.295703644000,3.80000,1014.0,249.85
2137,K01557.02,Kepler-304 d,9.653476400000,3.25000,709.0,59.64
2138,K01557.03,Kepler-304 c,5.315953474000,2.80000,864.0,131.97
2139,K01557.04,,1.499146953000,1.43000,1318.0,712.57
2140,K01558.01,,32.504540630000,11.84000,590.0,28.70
2141,K01559.01,,1.332563529000,1.51000,1080.0,322.01
2142,K01560.01,,31.569069850000,13.97000,575.0,25.83
2143,K01561.01,,9.085900140000,5.21000,861.0,130.10
2144,K01562.01,,0.784511815000,42.39000,1952.0,3432.93
2145,K01562.02,,20.067914300000,2.08000,662.0,45.49
2146,K01563.01,Kepler-305 b,5.487110790000,3.50000,855.0,126.43
2147,K01563.02,Kepler-305 c,8.290874180000,3.34000,745.0,73.01
2148,K01563.03,,3.205398330000,1.83000,1023.0,259.22
2149,K01563.04,Kepler-305 d,16.738659560000,2.68000,590.0,28.61
2150,K01564.01,,53.449455930000,6.04000,486.0,13.23
2151,K01565.01,,0.466743513000,54.00000,2186.0,5402.13
2152,K01566.01,,1.727176940000,1.47000,1272.0,618.72
2153,K01567.01,Kepler-306 c,7.240228500000,2.58000,803.0,98.13
2154,K01567.02,Kepler-306 b,4.646210760000,1.82000,930.0,177.15
2155,K01567.03,Kepler-306 d,17.326685990000,2.57000,600.0,30.63
2156,K01567.04,Kepler-306 e,44.841221400000,2.74000,437.0,8.62
2157,K01568.01,,1.008916764000,36.11000,1637.0,1698.88
2158,K01569.01,,13.752107200000,2.74000,556.0,22.65
2159,K01570.01,,6.338557610000,3.19000,1034.0,270.47
2160,K01571.01,,2.928789012000,22.36000,1239.0,556.77
2161,K01572.01,,9.803224000000,3.23000,896.0,152.12
2162,K01573.01,,24.810931930000,4.40000,631.0,37.43
2163,K01573.02,,7.136978570000,1.29000,956.0,197.05
2164,K01574.01,Kepler-87 b,114.736351900000,9.51000,444.0,9.15
2165,K01574.02,Kepler-87 c,573.950230000000,4.96000,259.0,1.07
2166,K01574.03,,5.833924710000,1.25000,1197.0,485.65
2167,K01574.04,,8.976925000000,1.52000,1113.1,
2168,K01575.01,,24.328079400000,7561.51000,520.0,17.28
2169,K01576.01,Kepler-307 b,10.415729240000,3.43000,855.0,126.30
2170,K01576.02,Kepler-307 c,13.084240960000,3.21000,792.0,93.08
2171,K01576.03,,23.339795600000,1.23000,653.0,43.02
2172,K01577.01,,2.806242328000,1.34000,708.0,59.53
2173,K01578.01,,2.271905260000,12.22000,1318.0,714.27
2174,K01579.01,,7.132359117000,14.53000,1578.0,1466.12
2175,K01580.01,,21.378042400000,3.36000,738.0,70.05
2176,K01581.01,,29.542296300000,3.23000,517.0,16.84
2177,K01581.02,,144.547396000000,2.60000,304.0,2.03
2178,K01582.01,,186.435921100000,6.64000,278.0,1.42
2179,K01583.01,,8.047264200000,1.95000,854.0,125.53
2180,K01584.01,,5.870619100000,1.38000,603.0,31.34
2181,K01585.01,,19.178912930000,2.57000,640.0,39.65
2182,K01586.01,,6.991308600000,2.19000,720.0,63.41
2183,K01587.01,,52.971659700000,23.37000,402.0,6.19
2184,K01588.01,,3.517494394000,1.21000,645.0,40.87
2185,K01589.01,Kepler-84 b,8.725859360000,2.75000,932.0,178.73
2186,K01589.02,Kepler-84 c,12.882964850000,2.94000,819.0,106.21
